Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Total_Relationship_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Existing Customer,34,F,4,Doctorate,Married,Unknown,Blue,1,7744,1804,4572,60
Existing Customer,50,F,2,Post-Graduate,Married,Less than $40K,Blue,1,3350,1335,4906,89
Existing Customer,40,M,5,High School,Single,$120K +,Blue,1,34516,1427,3699,64
Existing Customer,47,F,1,High School,Single,Unknown,Blue,2,2874,2201,4779,86
Existing Customer,40,F,3,Doctorate,Single,Unknown,Blue,1,2896,2100,4614,83
Existing Customer,41,F,3,Graduate,Divorced,$40K - $60K,Blue,1,9294,1764,4531,73
Existing Customer,47,M,2,High School,Married,$60K - $80K,Blue,1,9389,727,3415,84
Existing Customer,44,M,3,College,Married,$40K - $60K,Blue,2,9317,847,4121,81
Existing Customer,34,M,1,College,Unknown,$40K - $60K,Blue,2,7452,1656,3339,51
Attrited Customer,39,F,3,High School,Unknown,Less than $40K,Blue,2,1817,0,2216,44
Existing Customer,58,M,3,High School,Single,$80K - $120K,Blue,2,10021,1952,4431,68
Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,1,2344,1081,3889,80
Existing Customer,48,F,2,Uneducated,Single,$40K - $60K,Blue,2,3072,1734,4540,78
Existing Customer,38,F,3,Unknown,Single,Less than $40K,Blue,2,1946,1430,4643,87
Attrited Customer,52,F,1,Graduate,Married,Less than $40K,Blue,1,1471,0,2253,48
Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,2,1438.3,0,2418,48
Attrited Customer,43,F,4,College,Married,Less than $40K,Blue,5,1484,0,1664,39
Attrited Customer,37,F,3,Post-Graduate,Married,$40K - $60K,Blue,2,3233,2517,1339,32
Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,1,1745,1168,4562,67
Existing Customer,59,F,1,Uneducated,Divorced,Unknown,Blue,1,3709,1197,5557,82
Existing Customer,53,F,2,College,Married,Less than $40K,Blue,2,2160,2057,4518,93
Existing Customer,41,M,5,Unknown,Single,$80K - $120K,Blue,1,1438.3,892,4426,88
Existing Customer,55,F,4,Graduate,Single,Less than $40K,Blue,1,2638,1423,4153,77
Existing Customer,56,M,2,College,Married,$80K - $120K,Blue,1,10214,1433,4493,79
Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,2,3240,0,4803,83
Existing Customer,58,F,5,Unknown,Married,$40K - $60K,Blue,1,2038,1099,4784,70
Existing Customer,49,M,1,Unknown,Married,$40K - $60K,Blue,2,1438.3,0,5104,75
Attrited Customer,53,F,3,Graduate,Single,Less than $40K,Blue,5,1438.3,1030,1985,38
Existing Customer,56,M,3,High School,Divorced,$80K - $120K,Blue,2,8111,2051,3719,69
Existing Customer,60,F,0,Doctorate,Married,Unknown,Blue,1,10730,970,4939,71
Attrited Customer,46,F,3,Uneducated,Married,Unknown,Blue,2,2872,357,2629,41
Attrited Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,4,1567,0,2138,41
Attrited Customer,43,M,3,College,Divorced,$80K - $120K,Blue,6,7278,0,2120,43
Existing Customer,45,F,2,College,Unknown,Less than $40K,Blue,2,1438.3,0,5025,85
Existing Customer,34,F,1,College,Single,Unknown,Blue,2,3190,1959,4220,66
Attrited Customer,36,F,1,Uneducated,Unknown,Less than $40K,Blue,2,1470,458,2383,39
Existing Customer,45,M,2,Graduate,Married,$80K - $120K,Blue,1,3081,2517,4317,72
Attrited Customer,43,F,2,College,Married,Unknown,Blue,1,3793,2517,2577,57
Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,1,3034,2033,4349,90
Existing Customer,37,F,2,High School,Married,Unknown,Blue,2,5245,1044,4938,70
Existing Customer,49,F,1,Doctorate,Single,Less than $40K,Blue,1,2960,0,4918,63
Attrited Customer,54,F,4,Graduate,Unknown,$40K - $60K,Blue,2,1779,0,2660,41
Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,2,1620,0,4570,82
Existing Customer,49,M,3,High School,Single,$120K +,Blue,1,21680,1587,4410,86
Attrited Customer,47,F,3,Uneducated,Single,Unknown,Blue,2,2952,0,2907,60
Attrited Customer,53,F,2,High School,Married,Less than $40K,Blue,6,3918,2517,2115,42
Existing Customer,52,M,1,Uneducated,Single,$120K +,Blue,1,12764,0,3332,64
Existing Customer,29,F,1,Graduate,Married,Less than $40K,Blue,2,1438.3,0,4769,84
Existing Customer,50,F,3,Graduate,Unknown,Less than $40K,Blue,1,3287,2517,4148,83
Existing Customer,44,F,5,Unknown,Single,$40K - $60K,Blue,2,3891,1015,5131,86
Attrited Customer,49,F,4,High School,Unknown,$40K - $60K,Blue,4,4048,0,2227,41
Existing Customer,51,M,2,Uneducated,Married,$60K - $80K,Blue,2,3559,0,4498,94
Existing Customer,47,M,3,High School,Single,$60K - $80K,Blue,2,2843,1752,3738,77
Existing Customer,58,F,2,Graduate,Single,Less than $40K,Blue,1,2127,0,4401,65
Existing Customer,39,F,2,Unknown,Single,Less than $40K,Blue,2,4325,2418,4588,77
Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,1,1695,0,2055,46
Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,1,2648,1539,4926,89
Existing Customer,61,F,2,Graduate,Single,Less than $40K,Blue,2,2602,1441,4838,85
Existing Customer,39,F,4,Graduate,Single,Unknown,Blue,1,1811,0,4934,70
Existing Customer,56,M,3,Graduate,Single,$60K - $80K,Blue,1,1891,1134,5255,77
Attrited Customer,46,F,4,Graduate,Single,Less than $40K,Blue,2,2881,2450,2450,49
Existing Customer,42,F,4,College,Single,$40K - $60K,Blue,2,2827,1896,3891,81
Existing Customer,48,F,3,Uneducated,Married,Less than $40K,Blue,1,4095,2517,4175,77
Attrited Customer,34,F,2,Graduate,Single,Less than $40K,Blue,1,1666,0,2312,35
Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,2,1438.3,0,4511,76
Existing Customer,54,F,2,High School,Single,$40K - $60K,Blue,1,2205,1313,4904,82
Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,1,2890,2150,4377,84
Existing Customer,50,F,1,Graduate,Unknown,Unknown,Blue,1,10417,2290,4871,75
Existing Customer,57,F,2,Uneducated,Married,Unknown,Blue,2,2363,1876,4984,85
Attrited Customer,48,F,2,Doctorate,Single,Unknown,Blue,4,3137,860,1618,34
Attrited Customer,51,F,4,Graduate,Single,Less than $40K,Blue,5,1483,0,2520,40
Existing Customer,35,F,0,Unknown,Married,Less than $40K,Blue,2,3009,2517,5329,82
Existing Customer,45,F,1,Unknown,Married,Less than $40K,Blue,1,5087,2517,4682,77
Existing Customer,46,F,4,Unknown,Married,$40K - $60K,Blue,1,1925,1202,4343,66
Existing Customer,56,M,3,Graduate,Married,$120K +,Blue,2,7234,2055,5051,83
Existing Customer,57,F,3,College,Single,Less than $40K,Blue,1,2063,953,4304,81
Existing Customer,58,F,0,Graduate,Single,$40K - $60K,Blue,4,5530,1233,5270,78
Existing Customer,58,F,1,Unknown,Single,Less than $40K,Blue,4,3819,1882,4533,68
Existing Customer,59,F,0,College,Single,Less than $40K,Blue,2,2645,1127,4251,76
Existing Customer,51,F,1,High School,Single,Unknown,Blue,4,5448,0,4443,75
Existing Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,4,3495,1427,4466,85
Existing Customer,50,M,2,Unknown,Single,$60K - $80K,Blue,3,8074,0,4347,66
Attrited Customer,44,F,3,High School,Married,Unknown,Blue,3,7772,0,2618,52
Existing Customer,42,F,2,High School,Married,Less than $40K,Blue,6,3124,0,4986,79
Attrited Customer,56,M,1,Graduate,Married,$80K - $120K,Blue,3,8688,0,2361,41
Existing Customer,49,F,3,Unknown,Married,Less than $40K,Gold,4,15987,0,4146,69
Attrited Customer,47,F,2,Graduate,Single,Less than $40K,Gold,6,15109,897,2315,43
Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,2,4953,2039,4026,53
Existing Customer,50,M,3,Uneducated,Single,$120K +,Blue,6,22304,1333,5002,60
Existing Customer,27,F,1,College,Married,Less than $40K,Blue,5,1893,0,5176,91
Existing Customer,38,M,1,High School,Single,$40K - $60K,Blue,2,2232,1163,4185,80
Existing Customer,52,F,1,Post-Graduate,Single,$40K - $60K,Blue,1,1766,0,4643,76
Existing Customer,59,M,0,High School,Single,Less than $40K,Blue,2,3790,1149,4455,85
Existing Customer,33,M,3,High School,Married,$40K - $60K,Blue,1,6392,1429,4069,66
Attrited Customer,51,F,0,High School,Married,Unknown,Blue,1,9989,568,2053,49
Attrited Customer,56,F,1,College,Married,Unknown,Blue,2,1438.3,0,2264,37
Existing Customer,48,F,1,Doctorate,Married,Less than $40K,Blue,2,2559,1514,4117,69
Existing Customer,53,M,3,Graduate,Single,$80K - $120K,Silver,1,34516,1198,4826,70
Existing Customer,41,F,1,Graduate,Single,Less than $40K,Blue,2,1438.3,0,4897,96
Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,1,2473,1675,4203,73
Existing Customer,34,F,4,Graduate,Single,$40K - $60K,Blue,2,4022,1680,3776,84
Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,1,3510,941,4833,77
Attrited Customer,57,F,3,High School,Single,Less than $40K,Blue,4,2347,1900,2447,47
Attrited Customer,56,F,3,Unknown,Single,Less than $40K,Blue,1,1632,0,2509,47
Attrited Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,4,1522,0,2241,36
Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,2,2085,1528,3805,79
Existing Customer,60,F,1,Doctorate,Single,Unknown,Blue,1,3803,1448,4575,78
Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,2,3165,2517,2751,49
Existing Customer,60,F,1,Unknown,Single,Less than $40K,Blue,2,4628,2327,4226,92
Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,2,2253,1981,4758,81
Attrited Customer,49,F,3,Uneducated,Single,$40K - $60K,Blue,1,2655,2283,2386,49
Existing Customer,54,M,0,High School,Single,$80K - $120K,Blue,1,20882,1525,4765,76
Existing Customer,41,M,2,College,Married,$80K - $120K,Blue,1,3306,706,4772,76
Existing Customer,45,F,3,High School,Divorced,Less than $40K,Blue,2,2052,0,4289,72
Existing Customer,42,M,3,Graduate,Married,$80K - $120K,Blue,1,8480,1339,4070,76
Existing Customer,53,F,2,College,Unknown,Less than $40K,Blue,2,2081,1342,4428,80
Existing Customer,53,F,1,Graduate,Married,Unknown,Blue,2,4637,0,4583,86
Existing Customer,53,M,3,Uneducated,Married,$60K - $80K,Blue,2,1438.3,0,4722,81
Existing Customer,38,F,2,College,Married,Less than $40K,Blue,1,3420,1405,4267,75
Existing Customer,26,F,0,Graduate,Single,Less than $40K,Blue,2,3416,1109,4614,70
Existing Customer,46,M,4,Graduate,Married,$80K - $120K,Blue,2,2171,1043,4531,88
Existing Customer,57,F,3,Graduate,Unknown,$40K - $60K,Blue,2,2791,1550,5440,83
Existing Customer,32,F,0,Unknown,Single,Less than $40K,Blue,1,4445,1080,5373,87
Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,2,1530,0,5138,84
Existing Customer,48,F,3,High School,Unknown,Less than $40K,Blue,2,1438.3,0,5014,84
Existing Customer,52,F,4,High School,Single,Less than $40K,Blue,1,5721,0,4188,79
Existing Customer,38,F,2,College,Married,Unknown,Blue,2,3809,1172,4314,81
Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,1,3520,2149,3630,78
Attrited Customer,41,F,2,Doctorate,Married,$40K - $60K,Blue,1,1604,0,2264,47
Attrited Customer,54,F,1,Graduate,Married,$40K - $60K,Blue,6,1632,351,2532,43
Existing Customer,46,M,5,College,Married,$40K - $60K,Blue,1,3914,1683,4242,64
Existing Customer,36,F,3,Graduate,Married,Less than $40K,Blue,1,2328,1953,4373,89
Existing Customer,41,M,4,Unknown,Married,$120K +,Blue,1,34516,2517,2051,41
Existing Customer,45,F,5,Unknown,Single,Less than $40K,Blue,2,3883,847,4667,90
Attrited Customer,46,F,4,Unknown,Married,$40K - $60K,Blue,5,1438.3,819,2488,44
Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,1,3229,2517,4526,95
Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,2,3080,1776,5097,77
Existing Customer,38,F,2,College,Single,Less than $40K,Blue,2,2569,1288,4126,56
Existing Customer,50,F,1,High School,Single,Less than $40K,Blue,1,4517,2238,4686,81
Attrited Customer,46,F,4,Doctorate,Single,Less than $40K,Blue,2,2292,0,2595,31
Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,2,2510,1928,4943,70
Attrited Customer,40,M,3,High School,Unknown,Less than $40K,Blue,1,2420,191,2478,43
Attrited Customer,38,F,2,High School,Single,Less than $40K,Blue,2,2703,0,2752,43
Existing Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,2,3047,2139,4961,85
Attrited Customer,54,M,1,Unknown,Single,$80K - $120K,Blue,5,7570,965,2599,61
Existing Customer,34,F,3,Unknown,Married,Less than $40K,Blue,1,5795,924,5674,78
Existing Customer,46,F,2,College,Married,$40K - $60K,Blue,2,1441,642,4894,84
Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,2,2999,1817,5119,83
Existing Customer,38,M,2,High School,Single,$60K - $80K,Blue,1,1438.3,1309,5066,76
Existing Customer,44,F,2,High School,Married,$40K - $60K,Blue,2,1438.3,0,4445,78
Attrited Customer,51,F,3,College,Married,$40K - $60K,Blue,2,4762,0,2811,52
Existing Customer,40,M,3,College,Unknown,$40K - $60K,Blue,2,4802,1701,4821,66
Existing Customer,51,F,4,Unknown,Married,Less than $40K,Blue,2,2268,651,5016,88
Existing Customer,51,F,1,Unknown,Married,$40K - $60K,Blue,2,1438.3,468,4425,81
Existing Customer,56,F,2,Graduate,Married,Unknown,Blue,2,8204,1375,4727,76
Existing Customer,39,F,4,Unknown,Married,Unknown,Blue,2,1827,0,4207,86
Existing Customer,47,F,3,Doctorate,Unknown,Unknown,Blue,1,4072,1594,4317,83
Existing Customer,31,F,1,High School,Divorced,Less than $40K,Blue,2,1984,0,4794,73
Existing Customer,48,M,2,Doctorate,Single,$60K - $80K,Blue,2,8086,0,4775,78
Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,2,1588,1506,4660,68
Existing Customer,47,M,2,High School,Single,$40K - $60K,Blue,2,1536,0,4643,89
Existing Customer,35,F,1,High School,Unknown,Unknown,Blue,2,4460,0,5473,79
Existing Customer,46,F,5,High School,Single,Unknown,Blue,2,11287,1513,5157,72
Attrited Customer,48,M,3,College,Married,$80K - $120K,Blue,2,3430,2517,2639,46
Existing Customer,51,F,3,High School,Single,Less than $40K,Blue,1,1759,1345,4351,81
Attrited Customer,41,M,3,Doctorate,Single,$120K +,Blue,4,6314,0,2718,44
Existing Customer,57,F,3,Uneducated,Single,Unknown,Blue,1,7176,1493,5063,83
Attrited Customer,58,F,2,Unknown,Divorced,$40K - $60K,Blue,1,2295,0,2140,40
Attrited Customer,43,M,5,Graduate,Married,$60K - $80K,Blue,2,1438.3,0,2389,49
Existing Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,1,1843,1802,5199,73
Existing Customer,49,M,3,College,Divorced,$40K - $60K,Blue,2,2181,1218,4997,89
Attrited Customer,47,M,2,High School,Single,$80K - $120K,Blue,4,4754,0,2607,41
Existing Customer,43,M,0,High School,Single,$80K - $120K,Blue,2,11247,0,4894,85
Existing Customer,55,M,2,Graduate,Single,$120K +,Blue,2,16258,865,3761,58
Existing Customer,49,M,3,Graduate,Married,$120K +,Blue,1,34516,1316,3863,69
Existing Customer,43,M,1,High School,Married,$60K - $80K,Blue,1,4255,1729,3607,75
Existing Customer,48,F,4,College,Single,Less than $40K,Blue,2,1438.3,0,5045,82
Existing Customer,57,F,3,High School,Single,Less than $40K,Blue,1,3029,2214,4750,89
Existing Customer,56,F,4,Graduate,Single,Unknown,Blue,2,9091,1306,4378,86
Existing Customer,50,M,2,Uneducated,Single,$60K - $80K,Blue,1,3318,2349,4905,80
Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,6,1791,0,2771,36
Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,1,1620,771,4387,91
Existing Customer,58,F,1,College,Single,Less than $40K,Blue,1,1552,0,4731,71
Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,1,3472,2517,4520,84
Existing Customer,48,F,4,Graduate,Married,Less than $40K,Silver,2,10973,1466,4892,94
Existing Customer,50,M,2,Unknown,Unknown,$120K +,Blue,2,25645,1083,4302,63
Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,1,4257,2517,2828,50
Existing Customer,42,F,1,Graduate,Married,Less than $40K,Blue,2,3422,0,4486,74
Existing Customer,45,F,1,Graduate,Single,Less than $40K,Blue,1,4977,1411,4182,85
Existing Customer,33,F,3,Unknown,Married,$40K - $60K,Blue,2,1438.3,0,4528,86
Existing Customer,39,F,0,Graduate,Divorced,Less than $40K,Blue,2,1438.3,801,4386,64
Existing Customer,40,F,1,Unknown,Married,Unknown,Blue,2,3369,756,4501,96
Existing Customer,47,F,3,Unknown,Single,Unknown,Blue,1,7114,1637,4758,81
Existing Customer,38,M,1,Unknown,Single,$80K - $120K,Blue,2,10972,0,4401,73
Existing Customer,45,F,3,Doctorate,Married,$40K - $60K,Blue,2,1438.3,0,4462,77
Existing Customer,48,F,5,Uneducated,Single,$40K - $60K,Blue,1,2446,1461,4610,78
Attrited Customer,45,M,5,College,Married,$60K - $80K,Blue,2,3439,0,2661,35
Existing Customer,56,F,3,Post-Graduate,Single,$40K - $60K,Blue,2,3005,1660,4586,72
Existing Customer,50,F,5,Graduate,Married,Less than $40K,Blue,1,2033,841,4360,95
Existing Customer,53,F,4,Graduate,Unknown,Less than $40K,Blue,2,2415,1643,5063,78
Attrited Customer,40,M,4,Unknown,Divorced,$60K - $80K,Blue,2,5051,0,2137,45
Existing Customer,49,M,4,High School,Married,Unknown,Blue,2,3519,1336,3552,68
Existing Customer,26,M,0,Unknown,Unknown,Less than $40K,Silver,2,10254,0,4258,68
Existing Customer,48,F,3,Unknown,Single,Less than $40K,Blue,2,1853,1314,5331,79
Existing Customer,51,M,1,High School,Single,$60K - $80K,Silver,2,28673,0,3722,69
Attrited Customer,44,F,1,High School,Single,Less than $40K,Blue,2,1895,0,2472,40
Existing Customer,56,F,2,High School,Married,Less than $40K,Blue,1,2041,1158,3588,63
Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,2,1438.3,0,5013,81
Existing Customer,54,F,1,High School,Single,Less than $40K,Blue,1,1572,985,4148,54
Existing Customer,48,F,4,High School,Married,Unknown,Blue,2,3187,1937,5111,90
Existing Customer,59,F,1,High School,Single,Unknown,Blue,2,7427,2421,4636,91
Existing Customer,50,F,4,High School,Single,Less than $40K,Blue,2,1460,0,4265,63
Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,1,25410,0,5472,70
Existing Customer,56,F,0,College,Married,Less than $40K,Blue,1,2143,1194,4684,82
Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,2,8566,1484,4195,89
Existing Customer,43,M,3,Uneducated,Single,$60K - $80K,Blue,1,1438.3,0,5200,89
Existing Customer,59,F,0,College,Single,Less than $40K,Blue,1,3297,0,4783,91
Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,1,2816,2517,4817,87
Attrited Customer,53,F,4,Graduate,Married,Unknown,Blue,5,10533,330,2585,48
Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,6,2370,1166,2164,45
Attrited Customer,35,F,3,Graduate,Single,Less than $40K,Blue,1,1678,0,2475,61
Attrited Customer,36,F,1,Graduate,Married,Less than $40K,Blue,4,1493,0,2516,63
Existing Customer,51,F,4,Unknown,Married,Less than $40K,Blue,2,2350,1272,4647,86
Attrited Customer,50,F,4,High School,Married,Less than $40K,Blue,5,2690,1614,2272,57
Existing Customer,42,F,3,College,Married,Unknown,Blue,1,7226,1889,4653,71
Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,1,3173,1822,4883,71
Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,2,2890,1392,4233,77
Attrited Customer,46,F,3,High School,Unknown,Less than $40K,Blue,2,3313,0,2135,44
Existing Customer,40,F,4,Graduate,Single,$40K - $60K,Blue,2,2625,1594,2480,47
Existing Customer,44,F,2,Unknown,Married,$40K - $60K,Blue,1,1834,0,5402,87
Existing Customer,43,F,2,Graduate,Single,Less than $40K,Blue,1,3226,2145,5066,75
Existing Customer,56,M,4,Unknown,Married,$60K - $80K,Blue,1,3426,1841,4268,81
Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,2,2174,785,3890,78
Existing Customer,60,F,1,Unknown,Single,$40K - $60K,Blue,2,3959,0,4935,92
Existing Customer,49,F,1,High School,Married,Less than $40K,Blue,1,2215,1347,4656,72
Existing Customer,47,F,3,Uneducated,Unknown,Less than $40K,Blue,2,2814,1595,4766,87
Existing Customer,56,M,3,Unknown,Single,$60K - $80K,Blue,2,6941,1013,4097,78
Existing Customer,44,F,3,College,Single,Unknown,Blue,2,3269,0,5022,85
Existing Customer,42,F,2,High School,Single,Less than $40K,Blue,2,3172,1160,4163,83
Attrited Customer,54,F,3,High School,Married,Less than $40K,Blue,2,2452,1012,2398,29
Existing Customer,36,F,2,Uneducated,Married,Less than $40K,Blue,2,5070,0,4644,85
Existing Customer,56,M,2,Graduate,Single,$40K - $60K,Blue,1,1466,723,5110,86
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,1,2427,2362,4663,85
Existing Customer,59,M,2,Graduate,Single,$120K +,Blue,1,17999,1861,4740,78
Existing Customer,44,F,1,High School,Married,$40K - $60K,Blue,2,4553,1538,4999,95
Existing Customer,55,F,1,Post-Graduate,Married,Unknown,Blue,1,2953,1896,4644,79
Attrited Customer,39,F,2,Unknown,Unknown,$40K - $60K,Blue,1,4363,0,2596,48
Existing Customer,57,F,1,Graduate,Married,Less than $40K,Blue,1,1894,0,5750,73
Existing Customer,48,F,3,High School,Married,Less than $40K,Blue,1,2097,1255,4189,83
Existing Customer,47,M,4,High School,Divorced,$60K - $80K,Blue,1,1983,989,5065,80
Existing Customer,50,F,1,Unknown,Unknown,Less than $40K,Blue,1,2210,1539,4937,75
Existing Customer,52,M,2,College,Married,$60K - $80K,Blue,1,7879,1007,4844,83
Existing Customer,46,F,3,High School,Married,$40K - $60K,Blue,2,3336,1687,5577,95
Existing Customer,34,F,2,Post-Graduate,Married,Less than $40K,Blue,2,1726,1398,5228,68
Existing Customer,45,F,3,Doctorate,Single,Less than $40K,Blue,1,2917,1523,4878,92
Attrited Customer,39,F,3,Uneducated,Married,Unknown,Blue,6,3023,1348,2219,44
Existing Customer,49,M,2,Doctorate,Married,$40K - $60K,Blue,2,1915,1545,3911,80
Existing Customer,43,M,3,Graduate,Unknown,$40K - $60K,Blue,2,4878,2098,5021,84
Existing Customer,41,F,3,College,Married,Less than $40K,Blue,2,2066,1542,4887,76
Existing Customer,53,F,1,High School,Married,$40K - $60K,Blue,2,2164,1115,4341,69
Existing Customer,42,F,5,Graduate,Unknown,Less than $40K,Blue,2,6250,1835,4042,60
Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,2,1484,0,4838,81
Existing Customer,45,M,2,College,Unknown,$40K - $60K,Blue,1,4718,1591,4598,80
Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,2,2275,1265,5626,77
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,2,1438.3,1169,4429,78
Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,1,3683,1039,4684,86
Existing Customer,38,F,1,High School,Divorced,Less than $40K,Blue,2,2722,1303,4488,88
Existing Customer,43,M,1,High School,Married,$80K - $120K,Silver,1,34516,2045,4081,54
Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,2,2072,1499,4091,71
Existing Customer,53,M,4,Graduate,Married,$120K +,Blue,1,6383,1512,4985,87
Existing Customer,39,F,4,Unknown,Married,$40K - $60K,Blue,2,2725,2302,4714,81
Existing Customer,47,F,5,Unknown,Married,Unknown,Blue,1,2675,1999,4138,64
Existing Customer,42,M,3,College,Married,$60K - $80K,Blue,1,1438.3,0,4246,83
Existing Customer,50,M,5,Uneducated,Married,$120K +,Blue,2,13478,0,4738,56
Existing Customer,46,F,2,High School,Divorced,Less than $40K,Blue,1,2841,1807,4144,73
Existing Customer,33,F,1,Uneducated,Married,Less than $40K,Blue,2,1830,1777,5271,76
Existing Customer,37,M,2,Doctorate,Single,$120K +,Blue,2,2360,1204,3696,82
Existing Customer,43,M,3,High School,Married,$60K - $80K,Blue,2,3717,1882,4667,91
Attrited Customer,56,F,3,Graduate,Married,Less than $40K,Blue,2,1438.3,0,1988,42
Existing Customer,42,M,3,Uneducated,Divorced,$60K - $80K,Blue,2,2289,1195,4955,83
Existing Customer,56,F,1,Graduate,Married,Unknown,Blue,2,5338,0,4139,69
Existing Customer,44,F,3,Uneducated,Single,Less than $40K,Blue,2,1438.3,894,4687,85
Existing Customer,40,M,1,Unknown,Married,$60K - $80K,Blue,1,2276,1372,4159,67
Existing Customer,43,F,4,Graduate,Unknown,$40K - $60K,Blue,2,4091,1108,5244,87
Existing Customer,45,M,4,Unknown,Married,$80K - $120K,Blue,2,3798,1570,4512,80
Existing Customer,47,F,5,Unknown,Married,Less than $40K,Blue,1,1778,822,4189,80
Attrited Customer,38,F,3,High School,Single,Less than $40K,Blue,2,2920,2426,2750,41
Attrited Customer,49,F,1,Graduate,Married,Less than $40K,Blue,5,1938,0,2870,49
Existing Customer,62,F,1,College,Divorced,Less than $40K,Blue,1,4049,1685,3908,80
Existing Customer,45,M,4,Doctorate,Married,$80K - $120K,Blue,2,1438.3,1162,4598,86
Existing Customer,40,M,2,College,Single,$60K - $80K,Blue,1,10880,2025,4957,90
Existing Customer,51,M,4,Doctorate,Married,$60K - $80K,Blue,2,3451,2006,4097,67
Existing Customer,41,M,3,High School,Divorced,$60K - $80K,Blue,2,20749,2171,4754,77
Existing Customer,49,F,0,Post-Graduate,Single,Less than $40K,Blue,1,2481,1568,4466,69
Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,1,2415,2050,4479,71
Existing Customer,33,F,4,College,Single,Less than $40K,Blue,1,1438.3,0,4641,85
Existing Customer,45,F,4,Uneducated,Single,Unknown,Blue,1,7600,1574,4240,67
Existing Customer,35,F,3,Doctorate,Single,Less than $40K,Blue,2,1438.3,0,5020,94
Existing Customer,41,F,4,High School,Married,Less than $40K,Blue,2,2601,1861,5111,83
Existing Customer,48,F,4,High School,Married,Unknown,Blue,1,2625,2517,4378,81
Existing Customer,49,M,5,High School,Single,$60K - $80K,Blue,1,5578,0,3459,53
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,2,3698,0,3763,82
Existing Customer,51,F,2,Unknown,Married,$40K - $60K,Blue,2,1438.3,1141,4485,85
Existing Customer,45,F,4,College,Unknown,Less than $40K,Blue,1,1795,1058,5575,73
Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,2,1933,1127,4833,71
Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,2,27169,0,3906,87
Existing Customer,30,F,0,Unknown,Single,Less than $40K,Blue,1,2367,1220,5568,90
Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,2,5642,541,4633,84
Existing Customer,60,F,2,Graduate,Married,Less than $40K,Blue,1,3239,2356,4621,91
Existing Customer,52,F,1,Unknown,Married,Less than $40K,Blue,1,3040,2517,4608,61
Existing Customer,37,F,2,College,Single,$40K - $60K,Blue,2,3680,683,4835,77
